# started on Fri Nov 10 17:27:28 2023

78183174,,INST_RETIRED.ANY_P,1257017,2.90,,
65119824,,UOPS_EXECUTED.STALL_CYCLES,21580348,38.76,,
2772774,,EXE_ACTIVITY.4_PORTS_UTIL,52824348,63.71,,
206390,,ARITH.DIVIDER_ACTIVE,84066923,76.31,,
93640,,LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,115505284,83.94,,
266,,BR_INST_RETIRED.FAR_BRANCH,123326487,75.66,,
953400,,UOPS_EXECUTED.X87,119869837,64.19,,
0,,LOAD_HIT_PRE.SW_PF,116051693,55.21,,
5291,,BR_MISP_RETIRED.NEAR_CALL,114312902,48.46,,
483959372,,CYCLE_ACTIVITY.STALLS_TOTAL,114420700,43.77,,
7632244,,UOPS_ISSUED.SLOW_LEA,106448906,40.48,,
660104029,,UOPS_RETIRED.TOTAL_CYCLES,82935619,31.08,,
705641629,,CPU_CLK_UNHALTED.THREAD_P,53236049,19.95,,
51342617,,UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC,23726700,8.96,,
5288337,,CPU_CLK_THREAD_UNHALTED.REF_XCLK,3911144,1.75,,
<not counted>,,MACHINE_CLEARS.COUNT,0,0.00,,
<not counted>,,CPU_CLK_UNHALTED.THREAD_ANY,0,0.00,,
<not counted>,,UOPS_EXECUTED.THREAD,0,0.00,,
<not counted>,,UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC,0,0.00,,
<not counted>,,UOPS_EXECUTED.CORE_CYCLES_NONE,0,0.00,,
<not counted>,,EXE_ACTIVITY.BOUND_ON_STORES,0,0.00,,
<not counted>,,CYCLE_ACTIVITY.CYCLES_L1D_MISS,0,0.00,,
<not counted>,,LSD.CYCLES_ACTIVE,0,0.00,,
<not counted>,,INT_MISC.RECOVERY_CYCLES,0,0.00,,
<not counted>,,CPU_CLK_UNHALTED.REF_XCLK,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_0,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_1,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_2,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_3,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_4,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_5,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_6,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_7,0,0.00,,
<not counted>,,INT_MISC.RECOVERY_CYCLES_ANY,0,0.00,,
<not counted>,,INST_RETIRED.PREC_DIST,0,0.00,,
<not counted>,,LSD.CYCLES_4_UOPS,0,0.00,,
<not counted>,,EXE_ACTIVITY.3_PORTS_UTIL,0,0.00,,
<not counted>,,LD_BLOCKS.STORE_FORWARD,0,0.00,,
<not counted>,,CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY,0,0.00,,
<not counted>,,PARTIAL_RAT_STALLS.SCOREBOARD,0,0.00,,
<not counted>,,UOPS_ISSUED.STALL_CYCLES,0,0.00,,
<not counted>,,BR_INST_RETIRED.COND_NTAKEN,0,0.00,,
<not counted>,,UOPS_EXECUTED.CORE_CYCLES_GE_3,0,0.00,,
<not counted>,,UOPS_EXECUTED.CORE_CYCLES_GE_1,0,0.00,,
<not counted>,,UOPS_EXECUTED.CORE_CYCLES_GE_4,0,0.00,,
<not counted>,,CPU_CLK_UNHALTED.REF_TSC,0,0.00,,
<not counted>,,BR_MISP_RETIRED.ALL_BRANCHES,0,0.00,,
<not counted>,,OTHER_ASSISTS.ANY,0,0.00,,
<not counted>,,UOPS_RETIRED.STALL_CYCLES,0,0.00,,
<not counted>,,LSD.UOPS,0,0.00,,
<not counted>,,CPU_CLK_THREAD_UNHALTED.ONE_THREAD_ACTIVE,0,0.00,,
<not counted>,,ILD_STALL.LCP,0,0.00,,
<not counted>,,RS_EVENTS.EMPTY_END,0,0.00,,
<not counted>,,CYCLE_ACTIVITY.CYCLES_MEM_ANY,0,0.00,,
<not counted>,,BR_INST_RETIRED.NEAR_TAKEN,0,0.00,,
<not counted>,,LD_BLOCKS.NO_SR,0,0.00,,
<not counted>,,UOPS_ISSUED.ANY,0,0.00,,
<not counted>,,CPU_CLK_UNHALTED.THREAD,0,0.00,,
