# started on Fri Feb  9 02:21:40 2024

6801870,,BR_INST_RETIRED.ALL_BRANCHES_PEBS,18287062,100.00,,
42431,,BR_MISP_RETIRED.ALL_BRANCHES_PEBS,18287062,100.00,,
124849,,BR_INST_RETIRED.NEAR_RETURN,18287062,100.00,,
3950439,,EXE_ACTIVITY.1_PORTS_UTIL,18287062,100.00,,
